Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,IsPersonalBest,Race,Year,LapTimeSeconds
VER,Red Bull Racing,1,0 days 00:01:39.019000,SOFT,4,1,FALSE,Bahrain,2023,99.019
VER,Red Bull Racing,2,0 days 00:01:37.974000,SOFT,5,1,TRUE,Bahrain,2023,97.974
VER,Red Bull Racing,3,0 days 00:01:38.006000,SOFT,6,1,FALSE,Bahrain,2023,98.006
VER,Red Bull Racing,4,0 days 00:01:37.976000,SOFT,7,1,FALSE,Bahrain,2023,97.976
VER,Red Bull Racing,5,0 days 00:01:38.035000,SOFT,8,1,FALSE,Bahrain,2023,98.035
VER,Red Bull Racing,6,0 days 00:01:37.986000,SOFT,9,1,FALSE,Bahrain,2023,97.986
VER,Red Bull Racing,7,0 days 00:01:38.021000,SOFT,10,1,FALSE,Bahrain,2023,98.021
VER,Red Bull Racing,8,0 days 00:01:38.154000,SOFT,11,1,FALSE,Bahrain,2023,98.154
VER,Red Bull Racing,9,0 days 00:01:38.278000,SOFT,12,1,FALSE,Bahrain,2023,98.278
VER,Red Bull Racing,10,0 days 00:01:38.369000,SOFT,13,1,FALSE,Bahrain,2023,98.369
VER,Red Bull Racing,11,0 days 00:01:38.483000,SOFT,14,1,FALSE,Bahrain,2023,98.483
VER,Red Bull Racing,12,0 days 00:01:38.591000,SOFT,15,1,FALSE,Bahrain,2023,98.591
VER,Red Bull Racing,13,0 days 00:01:38.482000,SOFT,16,1,FALSE,Bahrain,2023,98.482
VER,Red Bull Racing,14,0 days 00:01:41.295000,SOFT,17,1,FALSE,Bahrain,2023,101.295
VER,Red Bull Racing,15,0 days 00:01:58.378000,SOFT,1,2,FALSE,Bahrain,2023,118.378
VER,Red Bull Racing,16,0 days 00:01:37.801000,SOFT,2,2,TRUE,Bahrain,2023,97.801
VER,Red Bull Racing,17,0 days 00:01:37.648000,SOFT,3,2,TRUE,Bahrain,2023,97.648
VER,Red Bull Racing,18,0 days 00:01:37.614000,SOFT,4,2,TRUE,Bahrain,2023,97.614
VER,Red Bull Racing,19,0 days 00:01:37.712000,SOFT,5,2,FALSE,Bahrain,2023,97.712
VER,Red Bull Racing,20,0 days 00:01:37.788000,SOFT,6,2,FALSE,Bahrain,2023,97.788
VER,Red Bull Racing,21,0 days 00:01:37.582000,SOFT,7,2,TRUE,Bahrain,2023,97.582
VER,Red Bull Racing,22,0 days 00:01:37.651000,SOFT,8,2,FALSE,Bahrain,2023,97.651
VER,Red Bull Racing,23,0 days 00:01:37.552000,SOFT,9,2,TRUE,Bahrain,2023,97.552
VER,Red Bull Racing,24,0 days 00:01:37.387000,SOFT,10,2,TRUE,Bahrain,2023,97.387
VER,Red Bull Racing,25,0 days 00:01:37.372000,SOFT,11,2,TRUE,Bahrain,2023,97.372
VER,Red Bull Racing,26,0 days 00:01:37.682000,SOFT,12,2,FALSE,Bahrain,2023,97.682
VER,Red Bull Racing,27,0 days 00:01:37.379000,SOFT,13,2,FALSE,Bahrain,2023,97.379
VER,Red Bull Racing,28,0 days 00:01:37.651000,SOFT,14,2,FALSE,Bahrain,2023,97.651
VER,Red Bull Racing,29,0 days 00:01:37.571000,SOFT,15,2,FALSE,Bahrain,2023,97.571
VER,Red Bull Racing,30,0 days 00:01:37.549000,SOFT,16,2,FALSE,Bahrain,2023,97.549
VER,Red Bull Racing,31,0 days 00:01:37.431000,SOFT,17,2,FALSE,Bahrain,2023,97.431
VER,Red Bull Racing,32,0 days 00:01:37.691000,SOFT,18,2,FALSE,Bahrain,2023,97.691
VER,Red Bull Racing,33,0 days 00:01:37.686000,SOFT,19,2,FALSE,Bahrain,2023,97.686
VER,Red Bull Racing,34,0 days 00:01:37.839000,SOFT,20,2,FALSE,Bahrain,2023,97.839
VER,Red Bull Racing,35,0 days 00:01:37.850000,SOFT,21,2,FALSE,Bahrain,2023,97.85
VER,Red Bull Racing,36,0 days 00:01:40.964000,SOFT,22,2,FALSE,Bahrain,2023,100.964
VER,Red Bull Racing,37,0 days 00:01:58.490000,HARD,1,3,FALSE,Bahrain,2023,118.49
VER,Red Bull Racing,38,0 days 00:01:36.297000,HARD,2,3,TRUE,Bahrain,2023,96.297
VER,Red Bull Racing,39,0 days 00:01:36.446000,HARD,3,3,FALSE,Bahrain,2023,96.446
VER,Red Bull Racing,40,0 days 00:01:36.942000,HARD,4,3,FALSE,Bahrain,2023,96.942
VER,Red Bull Racing,41,0 days 00:02:00.495000,HARD,5,3,FALSE,Bahrain,2023,120.495
VER,Red Bull Racing,42,0 days 00:01:44.824000,HARD,6,3,FALSE,Bahrain,2023,104.824
VER,Red Bull Racing,43,0 days 00:01:36.890000,HARD,7,3,FALSE,Bahrain,2023,96.89
VER,Red Bull Racing,44,0 days 00:01:36.236000,HARD,8,3,TRUE,Bahrain,2023,96.236
VER,Red Bull Racing,45,0 days 00:01:37.015000,HARD,9,3,FALSE,Bahrain,2023,97.015
VER,Red Bull Racing,46,0 days 00:01:36.701000,HARD,10,3,FALSE,Bahrain,2023,96.701
VER,Red Bull Racing,47,0 days 00:01:37.009000,HARD,11,3,FALSE,Bahrain,2023,97.009
VER,Red Bull Racing,48,0 days 00:01:36.918000,HARD,12,3,FALSE,Bahrain,2023,96.918
VER,Red Bull Racing,49,0 days 00:01:36.962000,HARD,13,3,FALSE,Bahrain,2023,96.962
VER,Red Bull Racing,50,0 days 00:01:37.250000,HARD,14,3,FALSE,Bahrain,2023,97.25
VER,Red Bull Racing,51,0 days 00:01:37.427000,HARD,15,3,FALSE,Bahrain,2023,97.427
VER,Red Bull Racing,52,0 days 00:01:36.919000,HARD,16,3,FALSE,Bahrain,2023,96.919
VER,Red Bull Racing,53,0 days 00:01:36.890000,HARD,17,3,FALSE,Bahrain,2023,96.89
VER,Red Bull Racing,54,0 days 00:01:36.678000,HARD,18,3,FALSE,Bahrain,2023,96.678
VER,Red Bull Racing,55,0 days 00:01:36.322000,HARD,19,3,FALSE,Bahrain,2023,96.322
VER,Red Bull Racing,56,0 days 00:01:37.205000,HARD,20,3,FALSE,Bahrain,2023,97.205
VER,Red Bull Racing,57,0 days 00:01:36.373000,HARD,21,3,FALSE,Bahrain,2023,96.373
GAS,Alpine,1,0 days 00:01:49.649000,SOFT,1,1,FALSE,Bahrain,2023,109.649
GAS,Alpine,2,0 days 00:01:40.438000,SOFT,2,1,TRUE,Bahrain,2023,100.438
GAS,Alpine,3,0 days 00:01:40.643000,SOFT,3,1,FALSE,Bahrain,2023,100.643
GAS,Alpine,4,0 days 00:01:40.894000,SOFT,4,1,FALSE,Bahrain,2023,100.894
GAS,Alpine,5,0 days 00:01:40.818000,SOFT,5,1,FALSE,Bahrain,2023,100.818
GAS,Alpine,6,0 days 00:01:41.110000,SOFT,6,1,FALSE,Bahrain,2023,101.11
GAS,Alpine,7,0 days 00:01:41.134000,SOFT,7,1,FALSE,Bahrain,2023,101.134
GAS,Alpine,8,0 days 00:01:41.173000,SOFT,8,1,FALSE,Bahrain,2023,101.173
GAS,Alpine,9,0 days 00:01:44.201000,SOFT,9,1,FALSE,Bahrain,2023,104.201
GAS,Alpine,10,0 days 00:02:01.262000,HARD,1,2,FALSE,Bahrain,2023,121.262
GAS,Alpine,11,0 days 00:01:38.762000,HARD,2,2,TRUE,Bahrain,2023,98.762
GAS,Alpine,12,0 days 00:01:38.928000,HARD,3,2,FALSE,Bahrain,2023,98.928
GAS,Alpine,13,0 days 00:01:39.349000,HARD,4,2,FALSE,Bahrain,2023,99.349
GAS,Alpine,14,0 days 00:01:38.859000,HARD,5,2,FALSE,Bahrain,2023,98.859
GAS,Alpine,15,0 days 00:01:38.985000,HARD,6,2,FALSE,Bahrain,2023,98.985
GAS,Alpine,16,0 days 00:01:38.945000,HARD,7,2,FALSE,Bahrain,2023,98.945
GAS,Alpine,17,0 days 00:01:39.011000,HARD,8,2,FALSE,Bahrain,2023,99.011
GAS,Alpine,18,0 days 00:01:39.029000,HARD,9,2,FALSE,Bahrain,2023,99.029
GAS,Alpine,19,0 days 00:01:39.066000,HARD,10,2,FALSE,Bahrain,2023,99.066
GAS,Alpine,20,0 days 00:01:39.017000,HARD,11,2,FALSE,Bahrain,2023,99.017
GAS,Alpine,21,0 days 00:01:39.327000,HARD,12,2,FALSE,Bahrain,2023,99.327
GAS,Alpine,22,0 days 00:01:39.485000,HARD,13,2,FALSE,Bahrain,2023,99.485
GAS,Alpine,23,0 days 00:01:39.263000,HARD,14,2,FALSE,Bahrain,2023,99.263
GAS,Alpine,24,0 days 00:01:39.761000,HARD,15,2,FALSE,Bahrain,2023,99.761
GAS,Alpine,25,0 days 00:01:42.288000,HARD,16,2,FALSE,Bahrain,2023,102.288
GAS,Alpine,26,0 days 00:01:59.404000,HARD,1,3,FALSE,Bahrain,2023,119.404
GAS,Alpine,27,0 days 00:01:38.729000,HARD,2,3,TRUE,Bahrain,2023,98.729
GAS,Alpine,28,0 days 00:01:37.761000,HARD,3,3,TRUE,Bahrain,2023,97.761
GAS,Alpine,29,0 days 00:01:38.012000,HARD,4,3,FALSE,Bahrain,2023,98.012
GAS,Alpine,30,0 days 00:01:37.760000,HARD,5,3,TRUE,Bahrain,2023,97.76
GAS,Alpine,31,0 days 00:01:37.968000,HARD,6,3,FALSE,Bahrain,2023,97.968
GAS,Alpine,32,0 days 00:01:38.012000,HARD,7,3,FALSE,Bahrain,2023,98.012
GAS,Alpine,33,0 days 00:01:37.974000,HARD,8,3,FALSE,Bahrain,2023,97.974
GAS,Alpine,34,0 days 00:01:38.022000,HARD,9,3,FALSE,Bahrain,2023,98.022
GAS,Alpine,35,0 days 00:01:38.088000,HARD,10,3,FALSE,Bahrain,2023,98.088
GAS,Alpine,36,0 days 00:01:38.184000,HARD,11,3,FALSE,Bahrain,2023,98.184
GAS,Alpine,37,0 days 00:01:38.133000,HARD,12,3,FALSE,Bahrain,2023,98.133
GAS,Alpine,38,0 days 00:01:38.108000,HARD,13,3,FALSE,Bahrain,2023,98.108
GAS,Alpine,39,0 days 00:01:38.537000,HARD,14,3,FALSE,Bahrain,2023,98.537
GAS,Alpine,40,0 days 00:01:49.707000,HARD,15,3,FALSE,Bahrain,2023,109.707
GAS,Alpine,41,0 days 00:02:08.544000,SOFT,1,4,FALSE,Bahrain,2023,128.544
GAS,Alpine,42,0 days 00:01:35.068000,SOFT,2,4,TRUE,Bahrain,2023,95.068
GAS,Alpine,43,0 days 00:01:35.942000,SOFT,3,4,FALSE,Bahrain,2023,95.942
GAS,Alpine,44,0 days 00:01:35.792000,SOFT,4,4,FALSE,Bahrain,2023,95.792
GAS,Alpine,45,0 days 00:01:36.186000,SOFT,5,4,FALSE,Bahrain,2023,96.186
GAS,Alpine,46,0 days 00:01:36.041000,SOFT,6,4,FALSE,Bahrain,2023,96.041
GAS,Alpine,47,0 days 00:01:36.120000,SOFT,7,4,FALSE,Bahrain,2023,96.12
GAS,Alpine,48,0 days 00:01:36.368000,SOFT,8,4,FALSE,Bahrain,2023,96.368
GAS,Alpine,49,0 days 00:01:36.803000,SOFT,9,4,FALSE,Bahrain,2023,96.803
GAS,Alpine,50,0 days 00:01:36.551000,SOFT,10,4,FALSE,Bahrain,2023,96.551
GAS,Alpine,51,0 days 00:01:36.635000,SOFT,11,4,FALSE,Bahrain,2023,96.635
GAS,Alpine,52,0 days 00:01:36.891000,SOFT,12,4,FALSE,Bahrain,2023,96.891
GAS,Alpine,53,0 days 00:01:36.979000,SOFT,13,4,FALSE,Bahrain,2023,96.979
GAS,Alpine,54,0 days 00:01:37.222000,SOFT,14,4,FALSE,Bahrain,2023,97.222
GAS,Alpine,55,0 days 00:01:37.559000,SOFT,15,4,FALSE,Bahrain,2023,97.559
GAS,Alpine,56,0 days 00:01:37.845000,SOFT,16,4,FALSE,Bahrain,2023,97.845
GAS,Alpine,57,0 days 00:01:38.147000,SOFT,17,4,FALSE,Bahrain,2023,98.147
PER,Red Bull Racing,1,0 days 00:01:41.063000,SOFT,4,1,FALSE,Bahrain,2023,101.063
PER,Red Bull Racing,2,0 days 00:01:38.862000,SOFT,5,1,TRUE,Bahrain,2023,98.862
PER,Red Bull Racing,3,0 days 00:01:38.830000,SOFT,6,1,TRUE,Bahrain,2023,98.83
PER,Red Bull Racing,4,0 days 00:01:38.758000,SOFT,7,1,TRUE,Bahrain,2023,98.758
PER,Red Bull Racing,5,0 days 00:01:38.404000,SOFT,8,1,TRUE,Bahrain,2023,98.404
PER,Red Bull Racing,6,0 days 00:01:38.718000,SOFT,9,1,FALSE,Bahrain,2023,98.718
PER,Red Bull Racing,7,0 days 00:01:38.804000,SOFT,10,1,FALSE,Bahrain,2023,98.804
PER,Red Bull Racing,8,0 days 00:01:39.172000,SOFT,11,1,FALSE,Bahrain,2023,99.172
PER,Red Bull Racing,9,0 days 00:01:38.914000,SOFT,12,1,FALSE,Bahrain,2023,98.914
PER,Red Bull Racing,10,0 days 00:01:39.085000,SOFT,13,1,FALSE,Bahrain,2023,99.085
PER,Red Bull Racing,11,0 days 00:01:39.249000,SOFT,14,1,FALSE,Bahrain,2023,99.249
PER,Red Bull Racing,12,0 days 00:01:39.197000,SOFT,15,1,FALSE,Bahrain,2023,99.197
PER,Red Bull Racing,13,0 days 00:01:39.336000,SOFT,16,1,FALSE,Bahrain,2023,99.336
PER,Red Bull Racing,14,0 days 00:01:38.739000,SOFT,17,1,FALSE,Bahrain,2023,98.739
PER,Red Bull Racing,15,0 days 00:01:38.608000,SOFT,18,1,FALSE,Bahrain,2023,98.608
PER,Red Bull Racing,16,0 days 00:01:38.770000,SOFT,19,1,FALSE,Bahrain,2023,98.77
PER,Red Bull Racing,17,0 days 00:01:41.360000,SOFT,20,1,FALSE,Bahrain,2023,101.36
PER,Red Bull Racing,18,0 days 00:01:58.797000,SOFT,3,2,FALSE,Bahrain,2023,118.797
PER,Red Bull Racing,19,0 days 00:01:37.659000,SOFT,4,2,TRUE,Bahrain,2023,97.659
PER,Red Bull Racing,20,0 days 00:01:37.448000,SOFT,5,2,TRUE,Bahrain,2023,97.448
PER,Red Bull Racing,21,0 days 00:01:37.240000,SOFT,6,2,TRUE,Bahrain,2023,97.24
PER,Red Bull Racing,22,0 days 00:01:37.169000,SOFT,7,2,TRUE,Bahrain,2023,97.169
PER,Red Bull Racing,23,0 days 00:01:37.304000,SOFT,8,2,FALSE,Bahrain,2023,97.304
PER,Red Bull Racing,24,0 days 00:01:37.352000,SOFT,9,2,FALSE,Bahrain,2023,97.352
PER,Red Bull Racing,25,0 days 00:01:38.418000,SOFT,10,2,FALSE,Bahrain,2023,98.418
PER,Red Bull Racing,26,0 days 00:01:37.454000,SOFT,11,2,FALSE,Bahrain,2023,97.454
PER,Red Bull Racing,27,0 days 00:01:37.387000,SOFT,12,2,FALSE,Bahrain,2023,97.387
PER,Red Bull Racing,28,0 days 00:01:37.211000,SOFT,13,2,FALSE,Bahrain,2023,97.211
PER,Red Bull Racing,29,0 days 00:01:37.733000,SOFT,14,2,FALSE,Bahrain,2023,97.733
PER,Red Bull Racing,30,0 days 00:01:37.400000,SOFT,15,2,FALSE,Bahrain,2023,97.4
PER,Red Bull Racing,31,0 days 00:01:37.919000,SOFT,16,2,FALSE,Bahrain,2023,97.919
PER,Red Bull Racing,32,0 days 00:01:37.722000,SOFT,17,2,FALSE,Bahrain,2023,97.722
PER,Red Bull Racing,33,0 days 00:01:37.869000,SOFT,18,2,FALSE,Bahrain,2023,97.869
PER,Red Bull Racing,34,0 days 00:01:40.686000,SOFT,19,2,FALSE,Bahrain,2023,100.686
PER,Red Bull Racing,35,0 days 00:01:58.785000,HARD,1,3,FALSE,Bahrain,2023,118.785
PER,Red Bull Racing,36,0 days 00:01:36.820000,HARD,2,3,TRUE,Bahrain,2023,96.82
PER,Red Bull Racing,37,0 days 00:01:36.344000,HARD,3,3,TRUE,Bahrain,2023,96.344
PER,Red Bull Racing,38,0 days 00:01:36.431000,HARD,4,3,FALSE,Bahrain,2023,96.431
PER,Red Bull Racing,39,0 days 00:01:36.429000,HARD,5,3,FALSE,Bahrain,2023,96.429
PER,Red Bull Racing,40,0 days 00:01:37.114000,HARD,6,3,FALSE,Bahrain,2023,97.114
PER,Red Bull Racing,41,0 days 00:02:03.522000,HARD,7,3,FALSE,Bahrain,2023,123.522
PER,Red Bull Racing,42,0 days 00:01:39.657000,HARD,8,3,FALSE,Bahrain,2023,99.657
PER,Red Bull Racing,43,0 days 00:01:36.554000,HARD,9,3,FALSE,Bahrain,2023,96.554
PER,Red Bull Racing,44,0 days 00:01:36.978000,HARD,10,3,FALSE,Bahrain,2023,96.978
PER,Red Bull Racing,45,0 days 00:01:36.928000,HARD,11,3,FALSE,Bahrain,2023,96.928
PER,Red Bull Racing,46,0 days 00:01:37.257000,HARD,12,3,FALSE,Bahrain,2023,97.257
PER,Red Bull Racing,47,0 days 00:01:36.661000,HARD,13,3,FALSE,Bahrain,2023,96.661
PER,Red Bull Racing,48,0 days 00:01:36.859000,HARD,14,3,FALSE,Bahrain,2023,96.859
PER,Red Bull Racing,49,0 days 00:01:37.049000,HARD,15,3,FALSE,Bahrain,2023,97.049
PER,Red Bull Racing,50,0 days 00:01:37.731000,HARD,16,3,FALSE,Bahrain,2023,97.731
PER,Red Bull Racing,51,0 days 00:01:37.049000,HARD,17,3,FALSE,Bahrain,2023,97.049
PER,Red Bull Racing,52,0 days 00:01:37.062000,HARD,18,3,FALSE,Bahrain,2023,97.062
PER,Red Bull Racing,53,0 days 00:01:37.345000,HARD,19,3,FALSE,Bahrain,2023,97.345
PER,Red Bull Racing,54,0 days 00:01:37.296000,HARD,20,3,FALSE,Bahrain,2023,97.296
PER,Red Bull Racing,55,0 days 00:01:37.092000,HARD,21,3,FALSE,Bahrain,2023,97.092
PER,Red Bull Racing,56,0 days 00:01:36.565000,HARD,22,3,FALSE,Bahrain,2023,96.565
PER,Red Bull Racing,57,0 days 00:01:36.558000,HARD,23,3,FALSE,Bahrain,2023,96.558
ALO,Aston Martin,1,0 days 00:01:43.608000,SOFT,4,1,FALSE,Bahrain,2023,103.608
ALO,Aston Martin,2,0 days 00:01:39.792000,SOFT,5,1,TRUE,Bahrain,2023,99.792
ALO,Aston Martin,3,0 days 00:01:39.100000,SOFT,6,1,TRUE,Bahrain,2023,99.1
ALO,Aston Martin,4,0 days 00:01:39.548000,SOFT,7,1,FALSE,Bahrain,2023,99.548
ALO,Aston Martin,5,0 days 00:01:39.662000,SOFT,8,1,FALSE,Bahrain,2023,99.662
ALO,Aston Martin,6,0 days 00:01:39.674000,SOFT,9,1,FALSE,Bahrain,2023,99.674
ALO,Aston Martin,7,0 days 00:01:39.729000,SOFT,10,1,FALSE,Bahrain,2023,99.729
ALO,Aston Martin,8,0 days 00:01:39.959000,SOFT,11,1,FALSE,Bahrain,2023,99.959
ALO,Aston Martin,9,0 days 00:01:40.275000,SOFT,12,1,FALSE,Bahrain,2023,100.275
ALO,Aston Martin,10,0 days 00:01:40.203000,SOFT,13,1,FALSE,Bahrain,2023,100.203
ALO,Aston Martin,11,0 days 00:01:41.147000,SOFT,14,1,FALSE,Bahrain,2023,101.147
ALO,Aston Martin,12,0 days 00:01:40.934000,SOFT,15,1,FALSE,Bahrain,2023,100.934
ALO,Aston Martin,13,0 days 00:01:40.341000,SOFT,16,1,FALSE,Bahrain,2023,100.341
ALO,Aston Martin,14,0 days 00:01:42.212000,SOFT,17,1,FALSE,Bahrain,2023,102.212
ALO,Aston Martin,15,0 days 00:01:59.692000,HARD,1,2,FALSE,Bahrain,2023,119.692
ALO,Aston Martin,16,0 days 00:01:37.542000,HARD,2,2,TRUE,Bahrain,2023,97.542
ALO,Aston Martin,17,0 days 00:01:38.139000,HARD,3,2,FALSE,Bahrain,2023,98.139
ALO,Aston Martin,18,0 days 00:01:38.124000,HARD,4,2,FALSE,Bahrain,2023,98.124
ALO,Aston Martin,19,0 days 00:01:38.361000,HARD,5,2,FALSE,Bahrain,2023,98.361
ALO,Aston Martin,20,0 days 00:01:38.318000,HARD,6,2,FALSE,Bahrain,2023,98.318
ALO,Aston Martin,21,0 days 00:01:38.407000,HARD,7,2,FALSE,Bahrain,2023,98.407
ALO,Aston Martin,22,0 days 00:01:38.200000,HARD,8,2,FALSE,Bahrain,2023,98.2
ALO,Aston Martin,23,0 days 00:01:37.853000,HARD,9,2,FALSE,Bahrain,2023,97.853
ALO,Aston Martin,24,0 days 00:01:37.878000,HARD,10,2,FALSE,Bahrain,2023,97.878
ALO,Aston Martin,25,0 days 00:01:38.139000,HARD,11,2,FALSE,Bahrain,2023,98.139
ALO,Aston Martin,26,0 days 00:01:38.127000,HARD,12,2,FALSE,Bahrain,2023,98.127
ALO,Aston Martin,27,0 days 00:01:38.612000,HARD,13,2,FALSE,Bahrain,2023,98.612
ALO,Aston Martin,28,0 days 00:01:38.199000,HARD,14,2,FALSE,Bahrain,2023,98.199
ALO,Aston Martin,29,0 days 00:01:38.585000,HARD,15,2,FALSE,Bahrain,2023,98.585
ALO,Aston Martin,30,0 days 00:01:38.282000,HARD,16,2,FALSE,Bahrain,2023,98.282
ALO,Aston Martin,31,0 days 00:01:38.009000,HARD,17,2,FALSE,Bahrain,2023,98.009
ALO,Aston Martin,32,0 days 00:01:37.871000,HARD,18,2,FALSE,Bahrain,2023,97.871
ALO,Aston Martin,33,0 days 00:01:37.769000,HARD,19,2,FALSE,Bahrain,2023,97.769
ALO,Aston Martin,34,0 days 00:01:40.353000,HARD,20,2,FALSE,Bahrain,2023,100.353
ALO,Aston Martin,35,0 days 00:01:57.389000,HARD,1,3,FALSE,Bahrain,2023,117.389
ALO,Aston Martin,36,0 days 00:01:36.156000,HARD,2,3,TRUE,Bahrain,2023,96.156
ALO,Aston Martin,37,0 days 00:01:37.431000,HARD,3,3,FALSE,Bahrain,2023,97.431
ALO,Aston Martin,38,0 days 00:01:37.002000,HARD,4,3,FALSE,Bahrain,2023,97.002
ALO,Aston Martin,39,0 days 00:01:37.243000,HARD,5,3,FALSE,Bahrain,2023,97.243
ALO,Aston Martin,40,0 days 00:01:37.208000,HARD,6,3,FALSE,Bahrain,2023,97.208
ALO,Aston Martin,41,0 days 00:02:06.713000,HARD,7,3,FALSE,Bahrain,2023,126.713
ALO,Aston Martin,42,0 days 00:01:36.334000,HARD,8,3,FALSE,Bahrain,2023,96.334
ALO,Aston Martin,43,0 days 00:01:36.911000,HARD,9,3,FALSE,Bahrain,2023,96.911
ALO,Aston Martin,44,0 days 00:01:37.022000,HARD,10,3,FALSE,Bahrain,2023,97.022
ALO,Aston Martin,45,0 days 00:01:37.931000,HARD,11,3,FALSE,Bahrain,2023,97.931
ALO,Aston Martin,46,0 days 00:01:37.087000,HARD,12,3,FALSE,Bahrain,2023,97.087
ALO,Aston Martin,47,0 days 00:01:37.326000,HARD,13,3,FALSE,Bahrain,2023,97.326
ALO,Aston Martin,48,0 days 00:01:36.783000,HARD,14,3,FALSE,Bahrain,2023,96.783
ALO,Aston Martin,49,0 days 00:01:36.726000,HARD,15,3,FALSE,Bahrain,2023,96.726
ALO,Aston Martin,50,0 days 00:01:36.331000,HARD,16,3,FALSE,Bahrain,2023,96.331
ALO,Aston Martin,51,0 days 00:01:36.960000,HARD,17,3,FALSE,Bahrain,2023,96.96
ALO,Aston Martin,52,0 days 00:01:37.010000,HARD,18,3,FALSE,Bahrain,2023,97.01
ALO,Aston Martin,53,0 days 00:01:37.010000,HARD,19,3,FALSE,Bahrain,2023,97.01
ALO,Aston Martin,54,0 days 00:01:37.599000,HARD,20,3,FALSE,Bahrain,2023,97.599
ALO,Aston Martin,55,0 days 00:01:37.662000,HARD,21,3,FALSE,Bahrain,2023,97.662
ALO,Aston Martin,56,0 days 00:01:37.473000,HARD,22,3,FALSE,Bahrain,2023,97.473
ALO,Aston Martin,57,0 days 00:01:37.422000,HARD,23,3,FALSE,Bahrain,2023,97.422
LEC,Ferrari,1,0 days 00:01:40.230000,SOFT,1,1,FALSE,Bahrain,2023,100.23
LEC,Ferrari,2,0 days 00:01:38.750000,SOFT,2,1,TRUE,Bahrain,2023,98.75
LEC,Ferrari,3,0 days 00:01:38.658000,SOFT,3,1,TRUE,Bahrain,2023,98.658
LEC,Ferrari,4,0 days 00:01:38.825000,SOFT,4,1,FALSE,Bahrain,2023,98.825
LEC,Ferrari,5,0 days 00:01:38.664000,SOFT,5,1,FALSE,Bahrain,2023,98.664
LEC,Ferrari,6,0 days 00:01:38.572000,SOFT,6,1,TRUE,Bahrain,2023,98.572
LEC,Ferrari,7,0 days 00:01:38.691000,SOFT,7,1,FALSE,Bahrain,2023,98.691
LEC,Ferrari,8,0 days 00:01:38.614000,SOFT,8,1,FALSE,Bahrain,2023,98.614
LEC,Ferrari,9,0 days 00:01:38.828000,SOFT,9,1,FALSE,Bahrain,2023,98.828
LEC,Ferrari,10,0 days 00:01:39.073000,SOFT,10,1,FALSE,Bahrain,2023,99.073
LEC,Ferrari,11,0 days 00:01:39.212000,SOFT,11,1,FALSE,Bahrain,2023,99.212
LEC,Ferrari,12,0 days 00:01:39.489000,SOFT,12,1,FALSE,Bahrain,2023,99.489
LEC,Ferrari,13,0 days 00:01:42.068000,SOFT,13,1,FALSE,Bahrain,2023,102.068
LEC,Ferrari,14,0 days 00:01:58.770000,HARD,1,2,FALSE,Bahrain,2023,118.77
LEC,Ferrari,15,0 days 00:01:38.477000,HARD,2,2,TRUE,Bahrain,2023,98.477
LEC,Ferrari,16,0 days 00:01:37.953000,HARD,3,2,TRUE,Bahrain,2023,97.953
LEC,Ferrari,17,0 days 00:01:38.031000,HARD,4,2,FALSE,Bahrain,2023,98.031
LEC,Ferrari,18,0 days 00:01:37.798000,HARD,5,2,TRUE,Bahrain,2023,97.798
LEC,Ferrari,19,0 days 00:01:37.858000,HARD,6,2,FALSE,Bahrain,2023,97.858
LEC,Ferrari,20,0 days 00:01:37.631000,HARD,7,2,TRUE,Bahrain,2023,97.631
LEC,Ferrari,21,0 days 00:01:37.753000,HARD,8,2,FALSE,Bahrain,2023,97.753
LEC,Ferrari,22,0 days 00:01:38.162000,HARD,9,2,FALSE,Bahrain,2023,98.162
LEC,Ferrari,23,0 days 00:01:38.054000,HARD,10,2,FALSE,Bahrain,2023,98.054
LEC,Ferrari,24,0 days 00:01:37.972000,HARD,11,2,FALSE,Bahrain,2023,97.972
LEC,Ferrari,25,0 days 00:01:38.541000,HARD,12,2,FALSE,Bahrain,2023,98.541
LEC,Ferrari,26,0 days 00:01:39.668000,HARD,13,2,FALSE,Bahrain,2023,99.668
LEC,Ferrari,27,0 days 00:01:38.814000,HARD,14,2,FALSE,Bahrain,2023,98.814
LEC,Ferrari,28,0 days 00:01:38.618000,HARD,15,2,FALSE,Bahrain,2023,98.618
LEC,Ferrari,29,0 days 00:01:38.447000,HARD,16,2,FALSE,Bahrain,2023,98.447
LEC,Ferrari,30,0 days 00:01:38.390000,HARD,17,2,FALSE,Bahrain,2023,98.39
LEC,Ferrari,31,0 days 00:01:38.746000,HARD,18,2,FALSE,Bahrain,2023,98.746
LEC,Ferrari,32,0 days 00:01:38.948000,HARD,19,2,FALSE,Bahrain,2023,98.948
LEC,Ferrari,33,0 days 00:01:41.323000,HARD,20,2,FALSE,Bahrain,2023,101.323
LEC,Ferrari,34,0 days 00:01:59.477000,HARD,1,3,FALSE,Bahrain,2023,119.477
LEC,Ferrari,35,0 days 00:01:38.073000,HARD,2,3,FALSE,Bahrain,2023,98.073
LEC,Ferrari,36,0 days 00:01:37.313000,HARD,3,3,TRUE,Bahrain,2023,97.313
LEC,Ferrari,37,0 days 00:01:37.170000,HARD,4,3,TRUE,Bahrain,2023,97.17
LEC,Ferrari,38,0 days 00:01:37.170000,HARD,5,3,FALSE,Bahrain,2023,97.17
